Schul-nummer,Kreis,Gemeinde,Rechtsform,Gesamtschule,Name der Schule,PLZ,Schulort,"Straße, Hausnummer",Telefon-vorwahl,Telefon-nummer,Ausländische Schüler,Kennung Internat,Vorklassen,Grundschulen,Förderstufe,Hauptschule,Mittelstufen-schule,Realschule,Integrierte Jahrgangs-stufe,Gymnasien,Förderschulen,Schulen für Erwachsene,Schüler insg. mit Vorklassen,Schüler insg. ohne Vorklassen,Fax,Email Adresse
3785,433,5,1,,Albert-Schweitzer-Schule,65462,Ginsheim-Gustavsburg,Karl-Liebknecht-Straße 18,6144,338240,17,,,294,,,,,,,,,294,294,3382420,poststelle@albert-schweitzer.ginsheim-gustavsburg.schulverwaltung.hessen.de
3787,433,5,1,,Gustav-Brunner-Schule,65462,Ginsheim-Gustavsburg,Rudolf-Diesel-Straße 22,6134,51288,21,,,190,,,,,,,,,190,190,53647,poststelle@gustav-brunner.ginsheim-gustavsburg.schulverwaltung.hessen.de
3789,433,11,1,,Georg-Büchner-Schule,64560,Riedstadt,Pestalozzistraße 2,6158,2822,41,,15,256,,,,,,,,,287,272,4109,poststelle@georg-buechner.riedstadt.schulverwaltung.hessen.de
3791,433,6,1,,Nordschule,64521,Groß-Gerau,Danziger Straße 7,6152,2968,34,,10,211,,,,,,,,,221,211,86255,poststelle@nordschule.gross-gerau.schulverwaltung.hessen.de
3792,433,6,1,,Schillerschule I,64521,Groß-Gerau,Brüsseler Ring 34,6152,858220,124,,10,413,,,,,,,,,438,428,8582217,poststelle@schiller.gross-gerau.schulverwaltung.hessen.de
3794,433,7,1,,Bürgermeister-Hardt-Schule,65451,Kelsterbach,Mainstraße 21,6107,9895312,33,,,149,,,,,,,,,159,159,9895315,poststelle@bhs.kelsterbach.schulverwaltung.hessen.de
3795,433,7,1,,Karl-Treutel-Schule,65451,Kelsterbach,Friedensstraße 2,6107,9895410,74,,,308,,,,,,,,,326,326,9895420,poststelle@kts.kelsterbach.schulverwaltung.hessen.de
3796,433,3,1,,Erich-Kästner-Schule,64572,Büttelborn,Heinrich-Engel-Straße 4,6152,83021,8,,,122,,,,,,,,,122,122,83022,poststelle@erich-kaestner.buettelborn.schulverwaltung.hessen.de
3797,433,11,1,,Grundschule Leeheim,64560,Riedstadt,An der Sporthalle 1,6158,73457,6,,,144,,,,,,,,,144,144,74579,poststelle@grundschule.leeheim.schulverwaltung.hessen.de
3798,433,8,1,,Albert-Schweitzer-Schule,64546,Mörfelden-Walldorf,Querstraße 6-8,6105,33276,19,,,159,,,,,,,,,159,159,921122,poststelle@albert-schweitzer.moerfelden-walldorf.schulverwaltung.hessen.de
3799,433,8,1,,Bürgermeister-Klingler-Schule,64546,Mörfelden-Walldorf,Feststraße 20,6105,22595,60,,12,364,,,,,,,,,387,375,1074,poststelle@buergermeister-klingler.moerfelden-walldorf.schulverwaltung.hessen.de
3801,433,9,1,,Grundschule Nauheim,64569,Nauheim,Schulstraße 8-12,6152,187610,41,,11,321,,,,,,,,,345,334,1876129,poststelle@grundschule.nauheim.schulverwaltung.hessen.de
3803,433,10,1,,Pestalozzischule,65479,Raunheim,Niddastraße 19,6142,920590,101,,15,622,,,,,,,,,660,645,9205925,poststelle@pestalozzi.raunheim.schulverwaltung.hessen.de
3804,433,12,1,,Friedrich-Ebert-Schule,65428,Rüsselsheim,Ernst-Reuter-Straße 11-15,6142,963080,156,,,,,86,,275,,,,,388,388,9630820,poststelle@fes.ruesselsheim.schulverwaltung.hessen.de
3805,433,12,1,,Gerhart-Hauptmann-Schule,65428,Rüsselsheim,Im Reis 51,6142,310010,124,,,,132,109,,236,,,,,493,493,3100115,poststelle@ghs.ruesselsheim.schulverwaltung.hessen.de
3806,433,12,1,,Parkschule,65428,Rüsselsheim,Frankfurter Straße 54,6142,836760,181,,,,,106,,293,,,,,416,416,8367615,poststelle@park.ruesselsheim.schulverwaltung.hessen.de
3807,433,12,1,,Georg-Büchner-Schule,65428,Rüsselsheim,Mecklenburger Straße 5,6142,550750,107,,10,482,,,,,,,,,505,495,5507515,poststelle@gbs.ruesselsheim.schulverwaltung.hessen.de
3808,433,12,1,,Eichgrundschule,65428,Rüsselsheim,Eichengrund 26,6142,550730,34,,,296,,,,,,,,,296,296,5507315,poststelle@egs.ruesselsheim.schulverwaltung.hessen.de
3809,433,12,1,,Grundschule Königstädten,65428,Rüsselsheim,Forsthausstraße 11,6142,301730,14,,,421,,,,,,,,,421,421,3017315,poststelle@koenigstaedten.ruesselsheim.schulverwaltung.hessen.de
3810,433,12,1,,Schillerschule,65428,Rüsselsheim,Nackenheimer Straße 2 - 1/10,6142,175080,25,,9,194,,,,,,,,,203,194,1750815,poststelle@schiller.ruesselsheim.schulverwaltung.hessen.de
3811,433,12,1,,Goetheschule,65428,Rüsselsheim,Berliner Platz 23,6142,942740,40,,,256,,,,,,,,,256,256,9427415,poststelle@goethe.ruesselsheim.schulverwaltung.hessen.de
3812,433,12,1,,Albrecht-Dürer-Schule,65428,Rüsselsheim,Feuerbachstraße 85,6142,550740,50,,,251,12,,,,,,,,263,263,5507415,poststelle@ads.ruesselsheim.schulverwaltung.hessen.de
3813,433,12,1,,Otto-Hahn-Schule,65428,Rüsselsheim,Straßburger Straße 58,6142,796560,10,,,208,,,,,,,,,208,208,7965615,poststelle@ohs.ruesselsheim.schulverwaltung.hessen.de
3814,433,13,1,,Insel-Kühkopf-Schule,64589,Stockstadt am Rhein,Marktplatz 12,6158,83232,13,,14,182,,,,,,,,,196,182,87157,poststelle@insel-kuehkopf.stockstadt.schulverwaltung.hessen.de
3815,433,14,1,,Lindenschule,65468,Trebur,Astheimer Straße 17,6147,8562,5,,,181,,,,,,,,,181,181,454,poststelle@grundschule.trebur.schulverwaltung.hessen.de
3816,433,14,1,,Mittelpunktschule Trebur,65468,Trebur,Theobaldstraße 49,6147,91500,68,,,,191,97,,360,,,,,664,664,915036,poststelle@mps.trebur.schulverwaltung.hessen.de
3817,433,8,1,,Wilhelm-Arnoul-Schule,64546,Mörfelden-Walldorf,Waldstraße 96,6105,975070,88,,22,395,,,,,,,,,435,413,9750720,poststelle@wilhelm-arnoul.moerfelden-walldorf.schulverwaltung.hessen.de
3818,433,8,1,,Waldenser Schule I,64546,Mörfelden-Walldorf,Waldstraße 46,6105,42223,21,,,235,,,,,,,,,235,235,42731,poststelle@waldenser.moerfelden-walldorf.schulverwaltung.hessen.de
3819,433,6,1,,Grundschule Wallerstädten,64521,Groß-Gerau,Am Schulpfad 7,6152,57361,2,,,86,,,,,,,,,86,86,57803,poststelle@grundschule.wallerstaedten.schulverwaltung.hessen.de
3820,433,11,1,,Grundschule Wolfskehlen,64560,Riedstadt,Groß-Gerauer Straße 17,6158,72467,7,,,141,,,,,,,,,141,141,74478,poststelle@grundschule.wolfskehlen.schulverwaltung.hessen.de
3821,433,3,1,,Grundschule Worfelden,64572,Büttelborn,Hermann-Schmitt-Straße 32,6152,4344,22,,,173,,,,,,,,,187,187,84640,poststelle@grundschule.worfelden.schulverwaltung.hessen.de
3822,412,0,1,,Schule am Hang,60388,Frankfurt am Main,Am Bächelchen 23,6109,35488,33,,,374,,,,,,,,,374,374,377825,poststelle@schule-am-hang.frankfurt.schulverwaltung.hessen.de
3824,412,0,1,,Schule am Landgraben,60388,Frankfurt am Main,Landgraben 2,69,21275055,14,,,168,,,,,,,,,168,168,21241208,poststelle@schule-am-landgraben.frankfurt.schulverwaltung.hessen.de
3825,435,19,1,,Waldschule,63477,Maintal,Waldstraße 3,6109,64005,46,,,248,,,,,,,,,248,248,7630971,poststelle@waldschule.maintal.schulverwaltung.hessen.de
3826,435,6,1,,Haingarten-Schule,63486,Bruchköbel,Ludwig-Erhard-Straße 17,6181,77790,36,,,398,,,,,,,,,398,398,577957,poststelle@haingarten.bruchkoebel.schulverwaltung.hessen.de
3827,435,19,1,,Werner-von-Siemens-Schule,63477,Maintal,Ascher Straße 60,6181,492300,136,,,267,,84,,313,,,,,664,664,4240014,poststelle@siemens.maintal.schulverwaltung.hessen.de
3828,435,19,1,,Wilhelm-Busch-Schule,63477,Maintal,Siemensallee 6,6181,45700,44,,19,281,,,,,,,,,300,281,4239025,poststelle@busch.maintal.schulverwaltung.hessen.de
3829,435,7,1,,Grundschule Langendiebach,63526,Erlensee,Friedrich-Ebert-Straße 22,6183,2566,17,,,177,,,,,,,,,177,177,902161,poststelle@g.langendiebach.schulverwaltung.hessen.de
3830,435,7,1,,Grundschule Rückingen,63526,Erlensee,Brückenstraße 38,6183,1495,5,,,105,,,,,,,,,105,105,9194123,poststelle@g.rueckingen.schulverwaltung.hessen.de
3831,435,14,1,,Robinsonschule,63457,Hanau,Bertha von Suttner Straße 10,6181,42309920,16,,,76,,,,,,,,,84,84,42309921,poststelle@robinsonschule.hanau.schulverwaltung.hessen.de
3832,435,14,1,,August-Gaul-Schule,63457,Hanau,Patershäuser Straße 6,6181,53875,19,,,183,,,,,,,,,183,183,6103060,poststelle@august-gaul-schule.hanau.schulverwaltung.hessen.de
3833,435,14,1,,Limesschule,63457,Hanau,Alter Kahler Weg 1,6181,52422,14,,,148,,,,,,,,,148,148,51085,poststelle@limesschule.hanau.schulverwaltung.hessen.de
3834,435,14,1,,Eichendorffschule,63457,Hanau,Marienstraße 19,6181,53296,19,,13,144,,,,,,,,,157,144,571083,poststelle@eichendorffschule.hanau.schulverwaltung.hessen.de
3835,435,11,1,,Geschwister-Scholl-Schule,63538,Großkrotzenburg,Schulstr. 12,6186,1440,9,,,238,,,,,,,,,238,238,8074,poststelle@scholl.grosskrotzenburg.schulverwaltung.hessen.de
3837,435,13,1,,Astrid-Lindgren-Schule,63546,Hammersbach,Köbler Weg 46-50,6185,2381,10,,,169,,,,,,,,,169,169,893135,poststelle@lindgren.hammersbach.schulverwaltung.hessen.de
3838,435,19,1,,Fritz-Schubert-Schule,63477,Maintal,Bücherweg 19,6181,431950,14,,,185,,,,,,,,,185,185,4240056,poststelle@schubert.maintal.schulverwaltung.hessen.de
3839,435,17,1,,Schule an der Gründau,63505,Langenselbold,Bremesgasse 13,6184,3396,3,,,275,,,,,,,,,275,275,647327,poststelle@gruendau.langenselbold.schulverwaltung.hessen.de
3840,435,17,1,,Schule am Weinberg,63505,Langenselbold,Rhönstraße 67,6184,2881,19,,11,184,,,,,,,,,206,195,2891,poststelle@weinberg.langenselbold.schulverwaltung.hessen.de
3841,435,20,1,,Erich-Simdorn-Schule,63543,Neuberg,Rüdigheimer Straße,6183,3401,6,,,162,,,,,,,,,162,162,913760,poststelle@simdorn.neuberg.schulverwaltung.hessen.de
3842,435,21,1,,Albert-Schweitzer-Schule,61130,Nidderau,Johannesweg 27,6187,900893,22,,10,235,,,,,,,,,245,235,900894,poststelle@schweitzer.nidderau.schulverwaltung.hessen.de
3843,435,21,1,,Kurt-Schumacher-Schule,61130,Nidderau,Rudolf-Walther-Platz 1,6187,22043,5,,,227,,,,,,,,,227,227,22069,poststelle@schumacher.nidderau.schulverwaltung.hessen.de
3844,435,21,1,,Paul-Maar-Schule,61130,Nidderau,Schulstraße 7,6187,22528,3,,,60,,,,,,,,,60,60,9229890,poststelle@paul-maar.nidderau.schulverwaltung.hessen.de
3845,435,22,1,,Struwwelpeterschule,61138,Niederdorfelden,Burgstraße 4,6101,34337,17,,,255,,,,,,,,,255,255,5373290,poststelle@struwwelpeter.niederdorfelden.schulverwaltung.hessen.de
3846,435,21,1,,Grundschule Ostheim,61130,Nidderau,Jahnstraße 2,6187,22111,12,,,179,,,,,,,,,179,179,22090,poststelle@ostheim.nidderau.schulverwaltung.hessen.de
3847,435,23,1,,Adolf-Reichwein-Schule,63517,Rodenbach,Alzenauer Straße 25,6184,50081,73,,14,328,83,56,,158,,,,,639,625,50082,poststelle@reichwein.rodenbach.schulverwaltung.hessen.de
3848,435,24,1,,Ronneburgschule,63549,Ronneburg,Tannenweg 9,6184,7909,3,,,117,,,,,,,,,117,117,647226,poststelle@g.ronneburg.schulverwaltung.hessen.de
3849,435,26,1,,Sterntalerschule,61137,Schöneck,Wiesenau 3,6187,6174,2,,,167,,,,,,,,,167,167,992629,poststelle@sterntaler.schoeneck.schulverwaltung.hessen.de
3850,435,26,1,,Friedrich-Ebert-Schule,61137,Schöneck,Bleichstraße 9,6187,5035,17,,,217,,,,,,,,,217,217,992558,poststelle@eberle.schoeneck.schulverwaltung.hessen.de
3851,435,19,1,,Büchertalschule,63477,Maintal,Mittelbucher Straße 60,6181,72310,15,,,242,,,,,,,,,242,242,71006,poststelle@buechertal.maintal.schulverwaltung.hessen.de
3852,535,19,1,,Mittelpunktschule Wartenberg-Angersbach,36367,Wartenberg,Schillerstraße 1,6641,3180,1,,,137,39,14,,,,,,,190,190,919732,poststelle@mps-angersbach.wartenberg.schulverwaltung.hessen.de
3878,533,13,1,,Grundschule Dehrn,65594,Runkel,Blankenstraße,6431,71973,4,,,90,,,,,,,,,90,90,971129,poststelle@g.dehrn.schulverwaltung.hessen.de
3880,533,4,1,,Mittelpunktschule St. Blasius,65599,Dornburg,Mozartstraße,6436,916650,63,,13,240,,122,,346,,,,,721,708,9166526,poststelle@mps.st-blasius.schulverwaltung.hessen.de
3883,533,16,1,,Grundschule Ellar,65620,Waldbrunn (Westerwald),Hauser Straße 2,6436,6518,8,,,102,,,,,,,,,102,102,602575,poststelle@g.ellar.schulverwaltung.hessen.de
3885,533,5,1,,Elbtalschule,65627,Elbtal,Vogelsanger Weg 4,6436,4666,8,,,78,,,,,,,,,78,78,602216,poststelle@g.elbtal.schulverwaltung.hessen.de
3886,533,6,1,,Erlenbachschule,65604,Elz,Hadamarer Straße 13,6431,54753,83,,12,149,,44,159,102,,,,,486,474,591952,poststelle@erlenbach.elz.schulverwaltung.hessen.de
3887,533,6,1,,Oranienschule Elz,65604,Elz,Oranienstraße 30,6431,52230,10,,,146,,,,,,,,,146,146,5709586,poststelle@oranienschule.elz.schulverwaltung.hessen.de
3888,533,3,1,,Regenbogenschule,65520,Bad Camberg,Horstweg 2,6434,7510,2,,,122,,,,,,,,,122,122,904090,poststelle@g.erbach.schulverwaltung.hessen.de
3889,533,9,1,,Schule am Eschilishov,65552,Limburg an der Lahn,Kirchstraße 10,6431,72363,4,,,104,,,,,,,,,104,104,478610,poststelle@gh.eschhofen.schulverwaltung.hessen.de
3891,533,7,1,,Grundschule am Elbbach,65589,Hadamar,Schulgässchen 2-3,6433,3278,17,,,193,,,,,,,,,193,193,946195,poststelle@g.niederhadamar.schulverwaltung.hessen.de
3894,533,7,1,,Herzenbergschule Hadamar,65589,Hadamar,Nonnengasse 32a,6433,2063,31,,,269,,,,,,,,,269,269,949073,poststelle@g.hadamar.schulverwaltung.hessen.de
3897,533,16,1,,Grundschule Hausen,65620,Waldbrunn (Westerwald),Schulstraße 9,6436,4549,4,,,107,,,,,,,,,107,107,602772,poststelle@g.hausen.schulverwaltung.hessen.de
3898,533,8,1,1,Freiherr-vom-Stein-Schule Dauborn,65597,Hünfelden,Elisabeth-Koch-Straße,6438,2672,30,,,311,,76,,328,,268,,,983,983,71274,poststelle@freiherr-vom-stein.dauborn.schulverwaltung.hessen.de
3899,533,4,1,,Grundschule Langendernbach,65599,Dornburg,Bahnhofstraße 22,6436,6517,3,,,103,,,,,,,,,103,103,288998,poststelle@g.langendernbach.schulverwaltung.hessen.de
3900,533,9,1,,Grundschule Linter,65550,Limburg an der Lahn,Jahnstraße 5,6431,44205,5,,,124,,,,,,,,,124,124,496131,poststelle@g.linter.schulverwaltung.hessen.de
3901,533,9,1,,Johann-Wolfgang-von-Goethe-Schule,65549,Limburg an der Lahn,Gartenstraße,6431,495970,115,,,,,122,,316,,,,,474,474,4959721,poststelle@goethe.limburg.schulverwaltung.hessen.de
3902,533,9,1,,Theodor-Heuss-Schule,65549,Limburg an der Lahn,Freiherr-vom-Stein-Platz 1,6431,496450,232,,,169,,,323,46,,,,,617,617,4964532,poststelle@theodor-heuss.limburg.schulverwaltung.hessen.de
3903,533,9,1,,Erich-Kästner-Schule,65549,Limburg an der Lahn,Goethestraße 2a,6431,42005,63,,10,208,,,,,,,,,242,232,42005,poststelle@erich-kaestner.limburg.schulverwaltung.hessen.de
3904,533,9,1,,Leo-Sternberg-Schule,65549,Limburg an der Lahn,Im Ansper,6431,24014,166,,16,260,,145,,347,,,,,768,752,24015,poststelle@leo-sternberg.limburg.schulverwaltung.hessen.de
3905,533,9,1,,Lindenschule,65551,Limburg an der Lahn,Am Wingert,6431,73116,6,,,115,,,,,,,,,115,115,479546,poststelle@lindenschule.limburg.schulverwaltung.hessen.de
3906,533,9,1,,Grundschule Ahlbach,65554,Limburg an der Lahn,Schulstraße,6433,1364,1,,,73,,,,,,,,,73,73,9306949,poststelle@g.ahlbach.schulverwaltung.hessen.de
3907,533,14,1,,Mittelpunktschule Goldener Grund,65618,Selters (Taunus),Goethestraße 10,6483,7923,27,,,245,,15,,216,,,,,476,476,915135,poststelle@mps.goldener-grund.schulverwaltung.hessen.de
3908,533,2,1,,Grundschule Oberbrechen,65611,Brechen,Kapellenstraße 12,6483,7244,8,,,65,,,,,,,,,65,65,918411,poststelle@g.oberbrechen.schulverwaltung.hessen.de
3909,533,9,1,,Grundschule Offheim,65555,Limburg an der Lahn,Dietkircher Straße 14,6431,51461,5,,,114,,,,,,,,,114,114,779646,poststelle@g.offheim.schulverwaltung.hessen.de
3910,533,9,1,,Grundschule Staffel,65556,Limburg an der Lahn,Schulstraße 16,6431,25310,9,,,99,,,,,,,,,99,99,283746,poststelle@g.staffel.schulverwaltung.hessen.de
3912,533,3,1,,Grundschule Würges,65520,Bad Camberg,Schulstraße 77 a,6434,8354,2,,,100,,,,,,,,,100,100,904580,poststelle@g.wuerges.schulverwaltung.hessen.de
3913,436,1,1,,Altenhainer Schule,65812,Bad Soden am Taunus,Heidenfeldstraße 12,6174,290690,1,,,63,,,,,,,,,63,63,2906966,poststelle@altenhainer.bad-soden.schulverwaltung.hessen.de
3914,414,0,1,,Grundschule Breckenheim,65207,Wiesbaden,Am Rathaus 7,6122,13562,2,,,120,,,,,,,,,120,120,17691,poststelle@grundschule-breckenheim.wiesbaden.schulverwaltung.hessen.de
3915,436,2,1,,Comenius-Schule,65817,Eppstein,Niederjosbacher Straße,6198,59280,16,,,260,,,,,,,,,260,260,592819,poststelle@comenius.eppstein.schulverwaltung.hessen.de
4434,413,0,1,,Hafenschule,63067,Offenbach am Main,Bettinastrasse 110,69,80654101,12,,,39,,,,,,,,,39,39,80654109,–
3917,414,0,1,,Karl-Gärtner-Schule,65205,Wiesbaden,Wilhelm-Dietz-Straße 5,6122,533760,22,,,163,,,,,,,,,163,163,5337616,poststelle@karl-gaertner-schule.wiesbaden.schulverwaltung.hessen.de
3918,436,5,1,,Eddersheimer Schule,65795,Hattersheim am Main,Am Weißen Stein 3,6145,930970,13,,,209,,,,,,,,,209,209,930980,poststelle@eddersheimer.hattersheim.schulverwaltung.hessen.de
3919,436,2,1,,Burg-Schule-Eppstein,65817,Eppstein,Bergstraße 42-44,6198,592660,23,,,225,,,,,,,,,235,235,592666,poststelle@burg.eppstein.schulverwaltung.hessen.de
3920,436,3,1,,Westerbach-Schule,65760,Eschborn,Georg-Büchner-Straße 18,6173,319610,10,,,247,,,,,,,,,247,247,3196166,poststelle@westerbach.eschborn.schulverwaltung.hessen.de
3921,436,3,1,,Hartmutschule,65760,Eschborn,Pestalozzistraße 7-11,6196,9540950,12,,,313,,,,,,,,,313,313,95409566,poststelle@hartmut.eschborn.schulverwaltung.hessen.de
3922,436,3,1,,Grundschule Süd-West,65760,Eschborn,Berliner Straße 27-29,6196,92757860,50,,14,273,,,,,,,,,298,284,92757866,poststelle@sued-west.eschborn.schulverwaltung.hessen.de
3923,436,8,1,,Albert-von-Reinach-Schule,65779,Kelkheim (Taunus),Grüner Weg 9,6195,990390,7,,,189,,,,,,,,,189,189,9903966,poststelle@albert-von-reinach.kelkheim.schulverwaltung.hessen.de
3925,436,4,1,,Riedschule,65439,Flörsheim am Main,Hauptl.-Urson-Straße 1,6145,502570,31,,16,279,,,,,,,33,,328,312,502580,poststelle@riedschule.floersheim.schulverwaltung.hessen.de
3926,436,4,1,,Grundschule Am Weilbach,65439,Flörsheim am Main,Wiesenstraße 17,6145,936260,7,,,133,,,,,,,,,133,133,9362666,poststelle@amweilbach.floersheim.schulverwaltung.hessen.de
3927,436,4,1,,Goldborn-Schule,65439,Flörsheim am Main,Kirschgartenstraße 38,6145,928250,2,,,107,,,,,,,,,107,107,9282566,poststelle@goldborn.floersheim.schulverwaltung.hessen.de
3928,434,3,1,,Hans Christian Andersen-Schule,61479,Glashütten,Am Brünnchen 1,6174,964825,4,,,96,,,,,,,,,96,96,964827,poststelle@hca.glashuetten.schulverwaltung.hessen.de
3929,436,5,1,,Robinson-Schule,65795,Hattersheim am Main,Rathausstraße 3-5,6190,93690,46,,,363,,,,,,,,,376,376,936919,poststelle@robinson.hattersheim.schulverwaltung.hessen.de
3930,436,6,1,,Weinbergschule,65239,Hochheim am Main,Kirchstraße 42,6146,8282460,6,,12,327,,,,,,,,,339,327,8282466,poststelle@weinberg.hochheim.schulverwaltung.hessen.de
3931,436,7,1,,Heiligenstockschule,65719,Hofheim am Taunus,Königsberger Weg 29,6192,932060,49,,,303,53,,,,,,,,366,366,932066,poststelle@heiligenstock.hofheim.schulverwaltung.hessen.de
3932,436,7,1,,Marxheimer Schule,65719,Hofheim am Taunus,Schulstraße 31,6192,932290,9,,,149,,,,,,,,,149,149,9322966,poststelle@marxheimer.hofheim.schulverwaltung.hessen.de
3933,436,7,1,,Pestalozzi-Schule,65719,Hofheim am Taunus,Ostendstraße 13,6192,96730,33,,,251,,,,,,,,,251,251,967320,poststelle@pestalozzi.hofheim.schulverwaltung.hessen.de
3934,436,7,1,,Steinbergschule,65719,Hofheim am Taunus,Altenhainer Straße 34,6192,293380,6,,,188,,,,,,,,,188,188,2933866,poststelle@steinberg.hofheim.schulverwaltung.hessen.de
3935,436,7,1,,Philipp-Keim-Schule,65719,Hofheim am Taunus,Oberer Haingraben 1,6192,30930,32,,,181,,,,,,,,,181,181,309316,poststelle@philipp-keim.hofheim.schulverwaltung.hessen.de
3936,436,7,1,,Wilhelm-Busch-Schule,65719,Hofheim am Taunus,Sportplatzstraße 9,6192,293190,7,,,210,,,,,,,,,210,210,2931966,poststelle@wilhelm-busch.hofheim.schulverwaltung.hessen.de
3937,436,8,1,,Max-von-Gagern-Schule,65779,Kelkheim (Taunus),Rotebergstraße 35,6195,600890,22,,,168,,,,,,,,,179,179,6008966,poststelle@max-von-gagern.kelkheim.schulverwaltung.hessen.de
3939,436,8,1,,Pestalozzischule,65779,Kelkheim (Taunus),Pestalozzistraße 7,6195,979690,19,,,276,,,,,,,,,276,276,9796966,poststelle@pestalozzi.kelkheim.schulverwaltung.hessen.de
3940,436,8,1,,Grundschule in den Sindlinger Wiesen,65779,Kelkheim (Taunus),Danziger Straße 1,6195,990080,30,,18,369,,,,,,,,,387,369,9900866,poststelle@sindlinger-wiesen.kelkheim.schulverwaltung.hessen.de
3941,436,9,1,,Linden-Schule,65830,Kriftel,Lindenstraße 14,6192,997590,37,,,401,,,,,,,,,401,401,9975918,poststelle@linden.kriftel.schulverwaltung.hessen.de
3942,436,10,1,,Liederbachschule,65835,Liederbach am Taunus,Wachenheimer Straße 67,69,3399760,37,,,354,,,,,,,,,368,368,33997616,poststelle@liederbachschule.liederbach.schulverwaltung.hessen.de
3943,436,7,1,,Lorsbacher Schule,65719,Hofheim am Taunus,Bornstraße 19,6192,293920,8,,,109,,,,,,,,,109,109,2939266,poststelle@lorsbacher.hofheim.schulverwaltung.hessen.de
3945,414,0,1,,Rudolf-Dietz-Schule,65207,Wiesbaden,Rudolf-Dietz-Straße 10,6127,61711,11,,,325,,,,,,,,,325,325,4690,poststelle@rudolf-dietz-schule.wiesbaden.schulverwaltung.hessen.de
3946,436,1,1,,Drei-Linden-Schule,65812,Bad Soden am Taunus,Schwalbacher Straße 33,6196,6592490,24,,,219,,,,,,,,,219,219,65924966,poststelle@drei-linden.bad-soden.schulverwaltung.hessen.de
3947,439,11,1,1,Theißtalschule,65527,Niedernhausen,Lenzhahner Weg 11,6127,90700,87,,11,307,,43,,212,,232,,,818,807,907025,poststelle@theisstalschule.niedernhausen.schulverwaltung.hessen.de
3948,414,0,1,,Grundschule Nordenstadt,65205,Wiesbaden,An der Schule 1,6122,13877,16,,,262,,,,,,,,,262,262,76110,poststelle@grundschule-nordenstadt.wiesbaden.schulverwaltung.hessen.de
3949,436,5,1,,Albert-Schweitzer-Schule,65795,Hattersheim am Main,Albert-Schweitzer-Straße 10,6190,992860,20,,,272,,,,,,,,,272,272,992866,poststelle@albert-schweitzer.hattersheim.schulverwaltung.hessen.de
3950,434,9,1,,Grundschule Reifenberg,61389,Schmitten,Brunhildenstraße 70,6082,950280,8,,,135,,,,,,,,,135,135,9502820,poststelle@rfb.schmitten.schulverwaltung.hessen.de
3952,436,8,1,,Rossert-Schule,65779,Kelkheim (Taunus),Schulweg 1,6198,580590,5,,,90,,,,,,,,,90,90,5805966,poststelle@rossert.kelkheim.schulverwaltung.hessen.de
3954,434,3,1,,Grundschule Schloßborn,61479,Glashütten,Ringstraße 29,6174,209888,3,,,112,,,,,,,,,112,112,209889,poststelle@gsn.glashuetten.schulverwaltung.hessen.de
3955,436,11,1,,Georg-Kerschensteiner-Schule,65824,Schwalbach am Taunus,Ostring 35 b,6196,8815190,41,,13,256,,,,,,,,,269,256,88151966,poststelle@kerschensteiner.schwalbach.schulverwaltung.hessen.de
3956,436,11,1,,Geschwister-Scholl-Schule,65824,Schwalbach am Taunus,Eschborner Straße 2,6196,88151860,30,,,279,,,,,,,,,292,292,88151866,poststelle@geschwister-scholl.schwalbach.schulverwaltung.hessen.de
3958,436,1,1,,Theodor-Heuss-Schule,65812,Bad Soden am Taunus,Sulzbacher Straße 5,6196,6592560,40,,,236,,,,,,,,,247,247,6592566,poststelle@theodor-heuss.bad-soden.schulverwaltung.hessen.de
